,blasts_train,leuk_train
3841,5.8402833308579245,0.9825968579889361
1666,2.3145947717465796,1.2488813919663564
4098,8.81497125561691,0.46254782202555855
8322,8.640106344655429e-05,0.04676027825876954
3717,0.6980806211525218,0.5548416898631585
7687,4.4766851619073895,0.4875240250661393
3339,0.0008415228352969151,0.31172057299619405
8205,7.806408655092234,0.5128988068240135
9102,36.78745612470429,2.6756841518892074
9357,1.8918511431914198,0.7661073488752299
6416,inf,inf
3347,20.61922250769475,6.941334075911938e-06
6804,24.362360160319106,1.127171512566498
8725,11.111902000849637,0.4797725385481252
9109,0.0052388065265195705,0.4494574802196857
8216,2.3993426972007015,1.175875706941219
5276,5.105172415856095,0.1569542521996736
3101,0.8687843205359409,0.6692524492574162
3360,1.997550655812638,0.4307547331138862
2467,2.0167326104992123,0.8078607771103806
4132,0.09487501724386711,4.091697214300125
5157,11.212707711609797,0.668871771271079
3110,0.061185154528358605,0.24598342399720033
8103,5.269588983776649,0.005758122624138664
5161,2.2382736649899195,0.34908138998841776
3114,6.103876356004157,0.26695262397751635
8106,0.010166758283448317,0.6980857073293455
3500,2.2567619332955764,0.8833326738921513
3631,4.010715794269376,2.9764177077086944
6450,12.66031052894537,1.0889076293569815
6067,2.408837351775463,0.4818016611417895
8242,13.159442490324103,0.21623355933797728
2101,2.5,1.302996056874757
3895,28.342936165036996,0.5260812842807573
2104,0.7262760087728057,0.12308376290866868
2105,0.005563606996225389,0.2916504237769731
1978,21.647186327338932,0.46202462766452007
6074,4.669174274051908,0.24182469350029973
9145,0.0005991492717230396,1.580843954495996
2111,0.037975215702135884,0.779432656520303
5568,18.826469449134397,0.339130681631449
3266,2.2489751589005387,1.415905268155307
3652,0.1551882706615262,0.698238362707495
2886,7.891276223884365,0.2181949604620854
4935,2.4453785961257437,0.3307874623748586
6086,13.205354520467644,1.566386003515242
1100,9.71083244412396,0.6509798684085704
8013,4.756823236135216,0.6884667819067422
4046,1.7674803904988774,0.01732138097187833
6735,0.005965098699896189,0.5832304005962203
9553,14.957211798328425,0.23468870681216467
4181,10.498626685310196,0.32042618700457454
8917,5.484154331702901,0.15115738402826112
8793,2.5460703964845157,0.45035282925551523
7643,0.015107164170806268,0.4513309206126503
7773,13.417960280315263,1.0473517985448348
9823,6.927430412815074,0.1781275889002113
7908,3.6489229433756076,0.4374281867109788
4838,0.00967095500722612,0.6992433649619642
5478,0.025410380440501305,2.295025768434183
6374,0.9619441139978728,0.5063765327857748
7402,0.5691805196265829,0.3751692243767854
3947,14.449607552448699,1.0595485583302382
2927,19.771179001393275,2.280988582482624
1393,1.1335850389589885,0.19674209944323912
5874,3.4178414027254704e-05,0.6706232762917652
7537,2.865050431459732,0.7138408945197032
3447,10.860258670925772,0.4010976148812894
9851,0.006679279699631527,0.6093178406494101
6780,2.374348687858569,0.3018641366053097
8574,2.0412790837864945,0.4319866737821025
