,ktr,gam,slope_ven_blast,slope_aza_blast,slope_ven_wbc,slope_aza_wbc,B,Xl1,B0,p1,bi
3841,0.0020620345094076783,0.016613783046046493,0.05840290747648978,0.0020508458176377404,0.017716606957365707,4.000239806946873,0.00024660542181421377,5.601881895693816e-07,1.4289260551281633,0.08203999644454595,3.434833655295441e-05
1666,0.16432556473764556,0.4841927923807219,4.166666530155561,0.405188741549683,0.8363458761593544,1.2888107047861337,2.115309274783025,0.3496419914767979,0.042336419445690596,0.026359042430602764,0.2613698267945628
4098,0.23916924219768268,0.020479992750150416,4.1666666680555675,4.050277005981037,0.0002454724927461699,4.166666573912125,0.49189438937938923,0.3039262900971445,0.25078521216308874,0.004906507927366408,0.025219238721977406
8322,0.10646061953520747,0.28095556836142377,0.36039679523677903,1.0850564007989847,0.731294537285117,0.5043162678826976,0.3112951044227972,0.5000000084331042,1.1837403302788572,0.07762936376079427,0.0007930543626425323
3717,0.0035410256437692356,0.1838484329753802,4.143307497695867,1.1443656743488204,1.2985321153225655,0.16142805595761633,0.27910319288050744,0.7394224824725228,1.104738131547174,0.02592215411759898,0.3262994098160429
7687,0.04081732610812995,0.5000000024999993,2.4521729040903137,0.0876362247755162,0.9130910575296203,0.32909947068562234,1.5329955975386893,0.0875965784805037,0.9545708527550906,0.022141228955895407,0.14805354237857402
3339,0.5000000024999993,0.026677508891746905,0.5772067832466803,1.1428932326342276,0.6767659798571456,3.5057079857335123,2.6433423277099184,0.4305843809829571,0.32338278217827143,0.023514050918812555,0.06945244958812975
8205,0.138778228022269,0.5000000024999984,0.14532447328092685,0.010180570996612246,4.166666668055548,2.840225532184855,2.526928045981731,0.07116626955038866,0.13286851411288375,0.0001682883788458049,0.012786336279273468
9357,0.3141722303579581,0.5000000025000011,4.166666581729851,1.2831858582763238,2.256205538095995,1.3914428994529655,0.9856492738057505,0.0741710920409373,0.17362663639864195,0.0015415868038531509,0.056078871879293675
3347,0.010020329895257925,0.33259902577412126,0.7917326111129918,0.08659451257640585,3.863442181058894,0.3263508693864456,0.5331202686309997,0.18660213459670555,1.0403393409464303,0.1054425602561261,2.6449996896254162e-05
6804,0.17862221594432054,0.5000000025000011,0.009738459374738098,0.6550642324083961,0.6945252049614846,4.166519854901164,2.5879822283418723,0.00014838407171655798,0.5560073423912003,0.03053132000444615,0.4999999835440434
8725,0.34504506599741624,0.022662579786595183,4.166666668055555,0.2594099184411145,0.0325885608203241,0.04792341923715934,0.7385527598928514,0.4463040238206231,0.025441136849538803,0.005731709217804193,0.007535287867452287
9109,0.15247327089060445,0.5000000025000011,2.1840471487371422,0.7626370257527538,0.4486275486084811,4.166666255779192,1.4510187178592244,0.8000906494166717,0.13214527260545458,0.07768767309959178,0.500000002500002
8216,0.403160010413179,0.5000000025000002,2.533098267097021,0.0036185969186905962,0.6973260475701121,3.608801636985656,2.0429446684609944,0.29770816990167487,0.07690427705837588,0.037411129504435564,0.00010066371498465763
5276,9.486211250389852e-05,0.18507232448516076,0.7502362337626816,1.0630196066660254,3.3498583163580116,0.004385455833862881,0.03376244177552529,0.3766377507332141,0.7494813626880914,0.4943686995715138,0.014411600384653752
3101,0.12661870794429045,0.5000000024999975,2.533328091312158,0.01794957370496545,0.326885217339861,0.020003164739442903,0.9778220445680847,0.21543245031071095,0.2764193322761953,0.018541415382424153,0.00034746535866082384
