,ktr,gam,slope_ven_wbc,slope_aza_wbc,B,B0,bi
3841,0.32264503369736214,0.6666666677777783,1.6909708615161127e-05,4.285714286734693,0.992388977817973,1.6828092185276038,0.6666647578495498
1666,0.15256595976628956,0.6666666677777814,1.9627074802343314,0.05335019381089584,1.863202745136669,0.37888831689845465,0.04278616702169493
4098,0.33300574426854046,0.08400284910254428,0.00010539016022826416,4.285714286734692,4.2366253353874885,0.4714358541302744,0.6633243694993722
8322,0.07665019117527927,0.37869405542547435,1.7320612805511564,0.0016250977102267759,9.166666667361111,1.1622117313852198,0.1097817873590292
3717,0.17569064153143185,0.6666666677777822,4.285714286734654,1.7585601755594076e-05,0.6570471244823982,0.01697290149039863,0.08234024261010531
7687,0.02487423975002575,0.6666666677777775,0.9485260063279817,0.8774259822907525,2.034069383950979,0.7995604058296237,0.12065286338278922
3339,0.6666666677777743,0.06605388037270848,0.17341202345699105,0.19891452757617895,9.166666667361104,2.4964987499245183e-05,1.0003834774079695e-08
8205,0.10159502516574397,0.6666666677777806,4.28571428673469,4.285714286734693,2.307660509412593,0.2962760963106841,0.13302921368002343
9102,0.08943273806479905,0.6666666677777933,1.1448914427838208,4.285714286734696,5.133370120746845,0.0466085939103605,0.000161310327603581
9357,0.28104046834833574,0.4632951731425505,4.285714286734692,3.4749884179601525,1.9650127325254172,0.1947103406463174,0.023615677874413005
6416,,,,,,,
3347,0.2217656141728932,0.22849023986832434,0.9973559723697524,1.7890731991235345,4.829983881413486,0.9800015588532808,0.0889674936238136
6804,0.13460418813517028,0.6666666677777767,4.285714286734678,4.285714286734704,1.7865364089996547,1.2908260006117565,0.6574161378209834
8725,0.029127588642624252,0.6666666677777806,2.7664067320399273,6.862282968477711e-05,9.166666667361135,0.041795566057541644,0.6441177633021817
9109,0.6666666677777767,0.09582949573013903,5.951855210749004e-06,4.2857142867347156,1.9266433531575602,0.19532093041756338,0.20520822513452633
8216,0.3392324319767533,0.6666666677777775,0.7078265970047125,4.285714286734693,2.052275109176639,0.1645300477395645,0.003818741136237011
5276,0.27953510162544465,0.6666666677777775,1.4423423413648024e-05,4.285714286734693,0.5041940468999324,0.5081983277701743,0.5543500958525852
3101,0.004553065284232524,0.666666667777768,0.0015943570581850764,0.00020878758607651375,0.6224548025304069,4.714049246335874e-06,0.00016171785719406998
3360,0.206424331962595,0.5568952756820138,4.285714286734678,3.9870928279875923,0.616237004938227,0.1098001533074982,0.1343311796572099
2467,0.5930116190255472,0.666666667777779,0.6290672660030322,3.684220534541326e-05,1.7096941790702824,0.6946582277107151,0.38862980564158217
4132,0.6666666677777775,0.6666666677777767,1.4785649616536918,1.8808788799271805,3.0029966556536407,1.4791610704178746,0.07306048892547144
5157,0.021421745424783176,0.6666666677777696,1.8792610758178885,0.15892647910472343,5.262329841224166,0.00473646391552857,0.029849068893772594
3110,0.14110746252539194,0.28560391137296526,0.0004677320061028466,3.542170865790721,0.9065303976230745,0.010608948062673044,0.6272000487795977
8103,0.13831414813048093,0.6666666677777783,4.2857142752751685,2.286567846682967,0.5643174606563682,0.8821154555219192,0.1173101476399107
5161,0.17884536482225188,0.6666666677777775,4.285659558556119,0.39113646913228284,0.5375950345661058,0.11822794220161051,0.03186653253424382
3114,0.13951281788566666,0.5158174905141667,0.9262814846875395,4.28571428673469,0.7374571118684072,0.011028113154417773,0.014413061670823428
8106,0.08663977551748821,0.6666666677777775,3.538841627229808,4.285714286734692,2.7485507177962893,0.09266779951383228,0.0017185414709942235
3500,0.23429327728718927,0.5105596121766982,4.285714286734693,1.1589489274040363,0.8331704919888121,0.3418339049760385,0.1260041553901753
3631,0.6666666677777775,0.1169844969788315,1.255969917455035,0.013851240382307534,9.166666667361111,0.07530999621923966,0.04039435456234007
6450,0.17335972360237747,0.6666666677777783,4.285714286734696,0.6295531009768869,1.423104996181355,0.5760783774202325,0.24481520799738918
6067,0.04056557947482662,0.32085758683102167,4.5588454636176224e-05,4.285714286734696,2.393646626501175,3.4012052578998634e-07,0.23101032207663064
8242,0.6666666677777751,0.3098984864344088,0.2497026353075142,4.285714286734683,0.8780795699255295,0.35462444707215524,0.0357276587529743
2101,0.020907940288089472,0.21966914931170622,1.9300827204959446e-05,0.0013373303408305867,3.469371107186951,1.0449091980535392,0.007897510785309094
3895,0.2591454393324657,0.4789871424825871,1.1720529286906374,0.6759433356907993,1.5245055079109304,3.9610547068941724,0.16525563579278055
2104,0.009383250513155172,0.17359662878137094,4.285714286734681,4.285714286734692,9.166666667361147,0.38816817780428836,0.003180312587323393
2105,0.07647900264118401,0.6666666677777783,0.9309358609809617,4.285714286734707,0.9457973388438735,1.1993633573965081,0.026026255060052364
1978,0.24218502185072097,0.6666666677777775,1.0017270937380292,0.6129383748110053,0.40911836055262096,3.545311544168601,0.17837655026554838
6074,0.12566978190743136,0.4823336826274116,4.285714286734693,0.9205170015192743,0.9164214166372066,0.061406409961787194,0.32706283500299765
9145,1.2934356328531868e-07,0.15727837357330715,0.0029262199925791403,0.6847949941087126,6.767562064882085,3.0607544522977035,0.06179748426337488
2111,0.016286602386119314,0.4822654220950904,4.285714286734687,1.9976953188911892,9.166666667361099,0.013574534377932334,0.5078224686334233
5568,0.2517083091466029,0.11546131968009596,0.2133954093679613,4.285714249915083,2.55737365899477,1.5278906848279092,0.05561442354068032
3266,0.17118849552359958,0.6666666677777775,4.285714286734692,4.285714286734693,1.4239330142862188,0.6205442005442867,0.11018269734986302
3652,0.0915561285354737,0.6666659202481989,0.7488514365862399,0.36517330040003815,1.8593618986035874,1.6822604095098206e-05,1.1432161726490219e-07
2886,0.0698245592510469,0.18743766786428287,4.285714286734687,0.00014344413154727115,9.16666666736111,3.450722643802978,7.420437124685917e-07
4935,0.15970372573323285,0.47434525425893814,0.2313649697447131,4.28571428673469,1.0938907121212078,0.18294753936806774,0.2057573571193983
6086,0.16010324086607203,0.6493999452531675,1.157334906690097,0.00021159314979848128,2.3220624916120545,0.3909872823440592,0.3452255787194865
1100,0.03725735382960904,0.6666666677777775,1.1502865999370833,1.4715739922337258e-07,6.002317450744501,5.778153431781396,0.22589230181201791
8013,0.456959047427517,0.4622362257614885,1.2058952952385527,1.3823030631691164,0.8766860006018018,0.20904178429512127,0.1268425347482668
4046,0.2203648840038991,0.5804779772761126,4.285714286734692,0.40528251754235445,0.0570394602265471,0.16839701647757427,0.16098117769551068
6735,0.4020360977187609,0.6450449732197128,1.0044347809076213,2.6919416716653375,0.8465220618435826,0.9497891093773321,0.092334141628407
9553,0.666666667777783,0.040833681473959695,3.048646417406164e-07,4.285714286734687,9.16666666736112,0.04806788311936093,2.578595640796738e-08
4181,0.15772208001406246,0.6665507352892002,2.6407824714375017,3.9865077987579345,0.47184394693722237,0.018664314791108687,0.08609894739877945
8917,0.05375997134666903,0.6666666677777775,4.285714286734654,4.285714286734654,0.9004446415491099,0.020821467471037587,0.07737456287288971
8793,0.21754289066438226,0.6666666677777775,1.9084016605674705,1.0149303952149453,0.7240558357473155,0.3280481638479018,0.09125055511169788
7643,0.052699553918399145,0.6666666677777806,0.7362632634688754,4.285714286734681,2.17615433793234,0.00020078006548104185,0.0016810189514696624
7773,0.01853447198097861,0.6666666677777822,0.0002134912647443764,4.285714286734687,2.6085169641518453,0.001041459544377166,0.0011192734749404965
9823,0.6666647746183108,0.23361877204400153,3.5007152864441435,1.1719146292304474,0.819364734130854,2.061887703813412,0.0008334755779981894
7908,0.45997313613307367,0.4583595373793288,1.076954928997069,0.3002721770472659,0.468512571670178,0.06240469132983921,0.09118549313844868
4838,0.039434633763644665,0.6658010711493635,0.017816877195169487,1.332873292309047,0.7385481367362152,3.231402721294966e-05,0.4387669283980981
5478,0.21623863104675414,0.5964387412365338,4.169137070107043,0.02638972252771389,1.8783663117836156,0.5148319970191642,0.10242993438309204
6374,0.12983692179859072,0.47001715581609954,0.6478259561844968,0.010507868716832921,0.5583966748630621,0.2859099170904247,0.026879510413518284
7402,0.126383927107442,0.6666666677777783,0.7855481461676823,4.285714286734693,1.5129277613115675,0.25841510979770416,0.3531913489668431
3947,0.0034957111157867924,0.6666666677777767,9.776776246914795e-06,4.869818845877339e-06,9.166666667361111,1.8459872887948814,0.08453516681926465
2927,0.20312210930867414,0.6666666677777775,4.438568108329472e-06,3.8787766582070174e-05,4.262872378047011,6.631860681212705,0.002382796760382483
1393,0.5545071243118498,0.18779342805888002,0.7618026152364334,2.57123410098465,0.7334421186817814,0.2331929386267029,0.00247540327885303
5874,0.13172158986493807,0.1904362372061948,0.580605500815238,0.35948099351449003,9.166666667361122,0.884737076745614,0.14483302637537016
7537,0.14586263161616717,0.6666666677777775,1.0602526586776775,4.285714286734693,0.9841937699851611,0.4239860869632339,0.0660050010393066
3447,0.2949648175673821,0.6666666677777775,0.8143896982682606,4.285714286291452,1.191945457536085,1.144443597516447,0.020519386997989504
9851,0.07414133377237304,0.18079062919117742,0.0005271548351949717,0.2702767448210981,1.6001871625819095,0.30544814576075796,0.04143579150454258
6780,0.598471333432819,0.16228748891387787,1.3731746810132428,4.080136839344211,1.9423361701007322,0.6173063359592712,0.032874144102126523
8574,0.6666666677777775,0.04766291574048273,0.21660963823640408,2.3204109690774635,9.166666667361095,0.3280658742426668,0.539670735863473
