,ktr,gam,slope_ven_wbc,slope_aza_wbc,B,B0,bi
3841,0.4003993134709242,0.6666666677777806,7.979589520207882e-06,3.4038741821555947e-05,1.0348203770795665,1.6961740395370284,1.4126831350215108e-06
1666,0.332361761162075,0.5191059318531448,0.06553528461820102,1.8309361319687543,2.210699851884116,0.02947054826148659,0.5963113538493303
4098,0.17381253155751766,0.16321599907146966,0.0017289880931633589,1.8333239116496625,3.4882413726534067,0.423432247357901,0.01497805822847517
8322,0.09375011065328119,0.6666666677777767,0.3219367221804002,0.05792126465978769,9.16666666736109,1.1592119246917745,3.147205735483432e-07
3717,,,,,,,
7687,0.024206044484687255,0.6666666677777775,0.1846504589238099,0.724457960216309,2.288438477648447,0.7739708339899632,0.006670779066650694
3339,0.032277898353259525,0.6213224176935863,0.04524246595950319,0.4583080482629593,4.04304342140854,0.33118537916279495,0.07134694109221626
8205,,,,,,,
9102,0.1118587943594962,0.661051886690811,1.2158636039024475,1.8262030369262714,8.979894474638444,1.4421648356508169e-05,0.04040101754800603
9357,0.3314143333405835,0.6234095264734835,0.5901900630517799,0.5320908898079215,1.9879144711153183,0.24364146815833326,0.06207123116423081
6416,,,,,,,
3347,0.43482009355973256,0.08775614798707765,0.03262867483762835,1.7255858905093102,5.674311217493413,0.9799917474769616,0.00075469212990429
6804,,,,,,,
8725,0.03464596221133781,0.5258715582853759,3.98378842927012e-07,1.6380635387108027,2.6061021534994118,0.04252956700095663,0.3341771801061448
9109,0.353288552445226,0.42144705604353233,0.027946910034192567,1.833333333472222,1.7503538148736888,0.02042945128889226,0.6666666677777775
8216,0.48521785148415036,0.6277868266122316,0.9224706926357448,1.032548904756462,1.9247150131902515,0.9645450054067259,0.01912845682304411
5276,0.0025319236499966773,0.666666667777776,4.878262874550209e-05,0.0003259547230106606,9.166666667361099,0.6100881637601021,0.011908079944046067
3101,0.005008444757746492,0.6666666677777743,0.003251149238433516,1.8248429690846084,1.0248062397144584,0.001993704783596602,0.0009005381058928929
3360,0.31096915758532884,0.6552975018888493,0.8728095627136527,0.5649190557833828,0.6551895118546859,0.04813290358110339,0.22783905869214088
2467,0.09864102839325029,0.6666666677777775,5.567523538801388e-07,0.06417842885294651,1.6737938001311468,0.6920513349590596,0.4626668869173494
4132,,,,,,,
5157,0.15319121714277636,0.6666666677777751,0.15126577818917947,2.6087233290100528e-05,2.753189538789158,0.5695898447968577,0.4938267429549398
3110,0.2746028122583607,0.44320215009457986,0.0006771293524500266,1.833333333472221,0.9569672310899462,0.06069161186614374,0.6666666677777775
8103,0.6666666650637664,0.4586810406682109,0.14326739530955973,1.8333333099293565,1.3464079608025967,0.9026947263976304,0.6666666677777783
5161,0.21256922275095821,0.6666666677777743,1.138496421554125,0.25355972851807407,0.47020706637330095,0.07489658155933819,0.00039702637731991124
3114,0.2830712362003738,0.5086138975129735,0.41151857083260257,0.507593753375246,1.0255929496082652,0.00016765278350379002,0.26396630460791837
8106,0.0947719524547792,0.666666625346486,0.317456463400831,1.8333319820660985,3.017496922250526,0.22860829704231003,0.013947936474618687
3500,0.6666666677777862,0.2027560738337469,0.20789606217964082,1.8332681464252076,9.166666667361104,0.0017666963605869593,0.129744013095803
3631,0.0837834466023244,0.48084686088082995,0.46654982168230824,1.833333295922669,9.166666667361115,0.5253722154690217,1.2654105539998178e-05
6450,0.3607561718394602,0.6666665848194417,0.19164365940116845,1.8332185806757353,4.0031327349666945,0.03730440316174929,0.6666662551804851
6067,0.4328207022536164,0.07911960802943367,0.0009128657182861105,0.24032991379616506,2.1389741828688322,0.0015518657504614791,0.03445796300971322
8242,0.08727269985642849,0.1269986054077896,0.053535347233577335,0.7105902386271967,7.934840708220298,0.31288576691731357,0.002715373552400023
2101,,,,,,,
3895,0.51604585733266,0.33250086602820733,0.07430696280227272,0.006164768891536857,1.626744711543662,4.1746224183165195,1.3840796471366373e-05
2104,0.029210569887559747,0.6666666677777688,0.00013071423476604906,0.0006126489440878248,0.22209094722232428,0.4264766535715787,0.04453182178353795
2105,,,,,,,
1978,0.6666666677777775,0.04483736617968481,0.00035025780147667656,1.833333333472222,9.166666530164685,3.4916161475394785,0.26273728159012616
6074,0.24934438085658814,0.6457439423012734,0.7383841302433698,0.43141291493211237,0.3658020280690357,0.04119478049218161,0.017832144548546616
9145,0.08633804298557447,0.5387120498956524,1.0797965209117976e-06,1.8181420247793587,4.178228987397959,0.9353531866348606,0.00240975874544474
2111,0.07727958771157664,0.6663605348595689,0.009674164201424678,1.1417677518520173,0.7741301340411628,0.051368641301927746,0.2624741955815958
5568,0.4643192925097697,0.07432696282497188,0.04465355193185846,0.28536864587923166,2.534473902895125,1.8883102055391474,0.011506635293850003
3266,,,,,,,
3652,0.2865259185280543,0.6666666677777814,0.06621582011229035,1.4387719577469953,1.4823358176761872,0.2825740142122335,0.40913338346294287
2886,0.06690732236197705,0.2697932069500167,1.8333333334722302,1.6657907971048294,9.166666664981411,3.3898449212282236,5.084099506684685e-08
4935,,,,,,,
6086,0.17474686439177223,0.3030188596617781,0.07589243303613952,1.8333333305279922,5.345374779429337,0.39712236989888416,0.0005099988009475925
1100,0.35096363032676314,0.11122089731195267,0.0016687815445846992,1.1484992638866398,7.7676301875710765,6.613130480795602,0.01484439527196704
8013,0.13352866190737012,0.4446886622434009,0.012547630010506553,1.1973510842674904,1.5430560451833388,0.08374222755981196,0.0776496005742241
4046,0.26216158834876885,0.6666666677777783,0.8728870656073692,0.567844885635721,0.05359493638509492,0.20062471900267476,0.03216872648264739
6735,0.1607259516106986,0.16147376852617687,0.034844367201888896,1.2869365368741084,8.166007349701719,0.4546091273646754,0.16932373428572497
9553,0.25139789850360444,0.45746013508583694,1.364383740900481,0.7650064205118405,0.9870610564127651,0.2266212175099017,0.01919614994330835
4181,0.27431149302598806,0.666666667777776,0.8381594553355296,0.18976232106066582,3.7930923379082886,0.014014251656376613,0.5044365870862221
8917,0.5041413454094611,0.25667341700143365,0.24126904223016116,0.005212400226804861,0.9506803615966355,1.29356369145188e-07,0.07023613549876882
8793,0.6575318265010954,0.6666666677777767,0.2545658323108265,1.615050193755474,1.0152665507048293,0.4758245590633531,0.6666370043766813
7643,0.05604777633359481,0.6656723174475603,0.1602089179175022,0.010212039289271864,2.222429861467949,0.0005495396867497769,0.00224518440651522
7773,,,,,,,
9823,0.5481571040231238,0.4375933193674981,0.16962110576858153,1.7905101023674728,0.9390187581567994,2.1438193761174698,0.12843812334073387
7908,,,,,,,
4838,0.18724909601666037,0.6666666677777783,0.03372787542088814,0.014715207084875165,0.9585905248620228,5.019504438493177e-06,0.16465252272024494
5478,0.06279514652211031,0.6666665102514996,1.833333333472223,0.240478036869408,3.23129194116967,6.051458644561034e-05,0.0455038322700997
6374,0.019715274044294854,0.6666666677777767,0.00047074809751776925,0.0007475397880470269,0.7899198938071028,0.16388408894319534,0.027040495979811972
7402,0.13394930542671832,0.6666662969705989,0.17881267020025848,1.8333333334722222,2.4683906871143875,0.30274665716473903,0.12326783651757643
3947,0.003495818209918765,0.6666666677777877,2.1761409791791824e-07,7.850940382457796e-08,9.166666667361156,1.8459970856496128,1.257209581682338e-07
2927,0.11663910130008509,0.6666666677777775,0.06252294326533378,1.8333333312508613,9.166666667361099,6.580721824555492,1.1472461271682723e-05
