,ktr,gam,slope_ven_blast,slope_aza_blast,slope_ven_wbc,slope_aza_wbc,B,Xl1,B0
3841,0.02718531447305144,0.5000000025000118,0.3065803517918089,1.1334522636966287,0.856247961636123,1.0791869654634432,4.865149862235164,1.3534662056185198e-05,1.116102128511514
1666,0.18399521375621783,0.5000000025000064,1.8927916566939462,1.1533916676266789,1.452971785641576,1.1159431981093137,2.062301875019083,0.35031702279630644,0.3355409800146843
4098,0.05737211254022037,0.4086904242482881,1.8723546764103145,1.2024964019206188,0.7873061093675124,1.1432618899032898,2.850144840750507,0.012482608897090845,0.2300192086404992
8322,0.0891356226284645,0.407486511956589,0.7277698226245984,1.130035071061,1.1078693949712428,1.0722142635040843,4.575483550097225,0.4999955131676216,1.1635223813545017
3717,0.2091192736329379,0.5000000024999913,2.253156066403754,1.2386304218262243,0.43827060501135773,1.04100424310417,0.7938753669787919,0.7402590255590654,0.010366638098166495
7687,0.02950056212751192,0.5000000025000011,1.9027243477546203,1.2005633135108817,0.8656335151746617,1.0937826436867182,2.365178895067941,0.0910850531239571,0.8698511087760461
3339,0.04840847456825564,0.5000000025000002,0.8405648270514983,1.090051627437341,0.7920520416114133,1.0996215920060346,5.165757735100395,0.4035524313088376,0.22926051207698026
8205,0.16185227294905213,0.5000000025000046,1.1556108146911575,1.1252297834567335,1.4907317388979167,1.1466753001314984,1.889837340604922,0.00015654370163454434,0.6260081439518939
9102,0.11364434492734038,0.500000002499994,1.160128127820081,0.7850789932558584,1.136565689781361,1.110466622784849,4.9809555303474795,0.46691522730766266,1.3715038556019752
9357,0.3183541666495383,0.017652686105367948,1.2368816916537517,0.5999389856336105,1.692206425346946,0.13956233030421067,0.22437568488275803,2.753800950196255e-07,0.00034339890110628667
6416,0.34246432544042,0.2212835528834477,1.9863030852911838,1.2256376044431565,1.1493870718604633,1.1693617262058336,3.0004002518059325,0.3340929097556679,8.731307394319739
3347,0.22901033056510148,0.22751156021279717,0.89844278271078,1.0889714548696503,1.0982850757906806,1.0864650207600723,4.5328229907111535,0.21600552577952564,0.9799965285142994
6804,0.21875022012593495,0.500000002499994,0.7796948429479381,1.0997992359315172,1.1234439881535345,1.072418104291727,1.701951146357594,7.184994093556488e-06,1.1265537631067417
8725,0.05170859341081993,0.5000000025000109,1.430830749628605,1.1822548254098109,1.1727196233080537,1.0411887196488656,6.7781937438004745,0.46559010321505273,0.00376813306841663
9109,0.14245380935745525,0.5000000025000064,1.8234048360660873,1.0786756381831781,0.33105219133962294,1.3254997253534602,1.5226761020925659,0.7991498513863703,0.20604965993210128
8216,0.38067880664890347,0.5000000025000082,1.953692540687612,1.314722586761851,0.7810309254322417,1.1344816627609602,2.0178463925133814,0.3009384902206083,0.012233419337205084
5276,0.21977512824675963,0.20870717313656945,3.711385406720442,1.1584325482936835,0.4885172602758964,0.4090776373121027,7.183075369278644,0.3603401235604893,0.05021142923877429
3101,0.40374249880391894,0.07206131944082603,2.329217518702969,0.0037980260166828234,0.007345663659603735,0.24140492471776973,0.3615284995430742,0.2169589568557354,0.0006484295019976645
3360,0.20673815474487672,0.49999991031877755,1.7811533200270921,1.1282874758558734,1.2803473653466237,1.121724057651338,0.6821245617291583,0.7967462699516314,0.04005625299406376
2467,0.20550483785476878,0.30214619584099484,2.057489941075164,1.1995133336342576,0.09976642436823026,1.0906287055993023,1.86008368342066,0.29029634544033595,0.0001296532499066765
4132,0.1332653936078956,0.5000000025000046,2.163741617425619,1.1847006578308117,0.0703620737144334,1.0737825941278971,4.057563299000443,0.2028590315944761,0.020430842004004513
5157,0.03946728480403824,0.49999997883808156,1.3996907164617383,1.1115045448906096,0.8874599807527687,1.105597987717436,4.135877988035332,0.47842795409960426,0.5753769426887265
3110,0.16942342871666424,0.4205949384615232,2.2065678051398177,0.008349081945604632,0.13220024221305587,0.01676278416702761,0.6063367580149138,0.011448957178794962,0.0032517721205311046
8103,0.20248744324290063,0.5000000025000011,1.2729880878060347,1.1036623298993526,0.6413499973590016,1.0846986669413377,0.6709765611889481,0.09033285860550477,0.8999651392856491
5161,0.22279964727677068,0.49999999736422307,2.0956465360914263,1.1659827492019257,1.3581153754087185,1.1134060213246062,0.6749576690960549,0.8500847795130451,0.1181805142070609
3114,0.15676315375210015,0.46036085865810583,1.7303741472904546,1.206606517976929,1.055544948461685,1.116730905081942,0.7556682782466877,0.5969456466123856,0.0033889567958746234
8106,0.1871386649336759,0.340998110430883,2.112128619596421,1.2680166768319778,1.6303415095771052,1.2021070886446303,2.3830436579803247,5.494997242257676e-06,0.12928409052871573
3500,0.23377031166562828,0.5000000025000091,2.0578927863813203,1.2018798307543526,1.1358039966517837,1.1055755999456347,0.9455285144280684,0.9090909091735567,0.49200304454382005
