,ktr,gam,slope_ven_blast,slope_aza_blast,slope_ven_wbc,slope_aza_wbc,B,Xl1,B0
3631,0.2367721398641092,0.2757313640183616,1.5663371666574268,1.1751208704431293,1.2427472645743736,1.1151632159474383,5.850092724579262,0.6034578781734319,2.4574340333142066
6450,0.2152709538259325,0.5000000024999949,1.685913175940391,1.1410319936105635,1.227769485121858,1.111029478330821,1.7077414114937883,0.34923643100693913,0.030936561090670636
6067,0.023968541525760678,0.5000000025000002,1.6145991228452943,0.7955689201516243,0.842848226665756,1.2070561977968262,4.301927610928408,0.6851264868457517,0.001984468221417092
8242,0.07148765147069318,0.15803233307640993,0.9928329192598131,1.0795093046641775,0.3906517195688999,1.230096402915917,5.912039610203694,0.00023097031896064798,0.38169219243240565
2101,0.00904549929319442,0.5000000024999958,1.5630536391162004,1.1548664524624077,0.4470067874486501,1.0518696844251232,5.415300008177939,0.11244028369756309,1.451995206445174
3895,0.5000000025000046,0.5000000024999958,2.189232373241198,1.167589753433038,0.5019754518796381,0.9811563778365024,1.5200528326138452,0.8000240467824494,3.616479511434665e-05
2104,0.2622495676460839,0.5000000025000046,1.6172054450901896,1.144161711748704,0.000617634369065126,1.0995661244621695,0.28801151913938594,5.2219379113048134e-05,0.3252386080829293
2105,0.0907867347099257,0.5000000024999895,2.2520603128379673,1.199637171937114,0.9006284146904047,1.0514975392924728,1.0123441501406654,0.7555003838691378,1.2259091376879425
1978,0.3326440661588342,0.5000000025000118,1.481315635532715,0.9537989088460691,1.0505690048545977,1.09934453000686,0.46764155572130484,0.745605339150608,3.538221075718456
6074,0.21309886366407244,0.5000000024999931,1.1782106062770206,0.8811010591249184,1.3270529285718387,1.114039395020786,0.4906445735675575,0.5246827648551277,0.16046283421476376
9145,0.09290249547745673,0.49999619178127036,1.8012972282484119,1.175743551895719,0.7032432866515678,1.2309594118511338,5.435565355099921,0.10335257526641922,0.032617142137795666
2111,0.3382306553812751,0.5000000025000055,1.3433058521818384,1.1253031554931225,1.1778709122061928,1.1069448194700353,0.5688190069332841,0.009118392589737121,0.5215744336157387
5568,0.0701476897507848,0.5000000025000029,2.681525890282848,1.1902984501740292,1.1191882091506604,1.1921074904450548,2.031725173362245,0.6485446291482186,7.82353190667263e-06
3266,0.23233728302987677,0.49999999797828654,2.5950641250592503,1.2462968239019225,1.21988383555481,1.1185646819878643,1.4746212119866997,0.4663185678585281,1.7089622468016603
3652,0.1738869797422037,0.4913486171427231,2.0741522370150953,1.3151565950985675,0.7233497222130724,0.35686046476364797,1.5883901433094478,0.6912861845755188,0.12351698192976204
2886,0.09799308337627506,0.08187750419981861,2.5778136087689263,1.1802415407226157,1.1285754688802718,1.0941360780482976,5.528885788790725,0.22901580544274389,3.5497778756118166
4935,0.20847307285403216,0.0007675507303604031,3.628909447410709,1.616012389306991,0.0013165433666516128,0.1286576131425788,4.542140183658483,0.2920649843006888,1.0165077194800118
6086,0.17419983364643676,0.28712835478782145,1.4378103468662187,0.9438529368513154,0.6028319589927164,1.1202092102749541,4.574921016301096,0.7207951815663606,0.01667912382466127
1100,0.40797955548677034,0.4999999972075777,1.4181729475905063,0.9463835214657491,0.016926909671371174,1.1681607659980358,2.543602645967674,0.24574845013962163,0.0003194480577077756
8013,0.35368672985988264,0.5000000025000002,1.7213179473558544,1.3069651079940923,1.2170639333535334,1.050929044089371,0.8765075418440871,0.7361636544206434,0.06082412820667248
4046,0.23005082746007818,0.5000000024999993,1.8090523356461075,1.0080161642807681,1.207700211822373,1.0983840968099965,0.06706835024140553,0.4593628058308173,0.16655001021234053
6735,0.02092607488543959,0.5000000025000002,2.1271173413794746,1.136732694134769,0.8931948546603449,1.096556208820842,4.686408300941837,0.6164813688060993,0.6259452899475498
9553,0.2977966555466944,0.0400162525840394,1.7342223825997247,1.1463338412981217,0.062392674895324685,1.4654371861262467,4.280208843010333,0.004889030282329502,0.39433930903515224
4181,0.025069028715882177,0.4668355482926013,1.40928064990932,1.3848518378260049,1.127755552316891,0.008415489061363733,2.436120192161019,0.19011425635717238,0.004226367249037315
8917,0.24768141729551815,0.2566006722445682,1.0897816967520615,1.099241107674606,1.5017727861109702,1.1458227548667104,0.9501461887176906,1.9950037019537487e-06,0.05913608496662617
8793,0.27917328526550345,0.500000002499994,2.30573427590745,1.213848239143783,1.2412805746276625,1.0963148743680042,0.7674847138008091,0.19576810335127842,0.05345000405952048
7643,0.08245705412722333,0.5000000024999931,2.5211501799206504,1.1260215923493984,0.27581282120619693,1.1732202938045042,1.7850826217585927,0.6998820599478771,0.005347479219651016
7773,0.21021144251929655,0.5000000024999975,2.3797438151001704,1.2410288983644444,0.7239200413482405,1.0855325004342768,2.81489019026085,0.18531151754121536,1.3738297989802837
9823,0.2901837256093003,0.470012043210313,1.596810589995871,1.1472832254224175,1.1935979364002265,1.099795161075313,0.7492684053660671,0.00012820299291629918,1.9127001062883742
7908,0.38074833547636616,0.5000000025000029,2.1016188764533474,1.1118088853271342,1.1921286750749505,1.1298798011546956,0.49731877971727206,0.5924471519319036,0.07979232908454248
4838,2.569249088268599e-07,0.4107151945680868,2.929770825405721,1.0521525188460583,1.4587837110518704e-08,2.155850705336363e-08,5.601303563790515e-08,1.4709939401674225e-07,0.007709401326438678
5478,0.2268810446379628,0.5000000024999958,2.2685236552579773,1.2196093440677815,1.1323627154996003,1.0938344292596416,2.283690278980547,0.12044800462627554,1.9498226639261538
6374,0.1367013769475353,0.5000000025000118,1.589388940882969,1.135005462867468,0.9064958208261834,1.0722939828485736,0.5692394404084835,5.497739672149878e-05,0.3314578966889058
7402,0.17546564458509253,0.5000000025000046,1.4746778068107365,1.1227230407856459,0.9999996087307804,1.1064702628272594,1.5173198690762213,0.24965329362863745,0.3286837036093787
3947,0.2806397529066588,0.5000000025000011,2.080610573156298,1.2206737010827395,0.060359743965021605,1.0618089417233028,3.1212264266528558,0.36444379401152566,3.8235099266616057
2927,0.24790358569348397,0.5000000024999975,0.7747439210350382,1.0818333639952171,0.25028275420344354,0.7775752390293474,7.260639838896229,0.22013256425171562,0.028640688932016347
1393,0.2328731883531543,0.34997319423847223,2.7494001454118697,1.2065176617828846,1.080104217593449,1.0996871590180715,0.7091573829734356,0.5678681902713614,0.25815862147663987
5874,0.07553762023807949,0.47263225090857347,1.897159628977378,1.1131722789147371,0.9439603126497127,1.101071408080715,3.949205961816921,0.500000004138184,0.9743297676455754
7537,0.19321636024461247,0.5000000025000011,3.537747245699768,1.464197845464056,1.000000251431174,1.092577663921332,1.0068286324734428,0.36398142940434747,0.5835121150831596
3447,0.3634355554215972,0.5000000024999922,2.0088668528157405,1.212978760226292,0.840975139653048,1.2398041866590679,1.2100725414598268,0.3005473855744876,1.2350070487155445
9851,0.024566794589880706,0.5000000024999984,1.9152429353136673,1.2597265572318164,0.214611454369979,1.1301076237580927,1.8836024840361059,0.1305424050433932,0.44642240946330425
6780,0.26410254561814156,0.2669609936376327,2.0446142776449907,1.1835032251456585,1.064114233269992,1.1195498752660464,1.939181786486012,0.8499159198856291,0.6296550774614924
8574,0.2515046087858868,0.14372132282391847,1.9908267676190865,0.9929577452235723,0.8644640234986193,1.123906601534863,5.815716155343276,0.8798120565375507,0.39777057414714456
