,ktr,gam,slope_ven,B,Xl1,B0,p1,bi
8917,0.04392257184931176,0.6666666677777783,4.2857142867347005,0.7513031035837869,0.21329515117421496,0.010682950492097401,0.0149616117898499,0.003269638093720757
8793,0.34181318146340123,0.5104942221717339,3.60488161430933,0.5634636677193043,0.14844000911352806,0.4320142436171578,0.006354229257602017,0.02217667797493169
7643,0.507440263738648,0.32806762960198504,5.784160024757189e-05,0.5571996513156711,0.029007394124317888,0.036000002540163015,0.0006774193474780706,0.10870748292684089
7773,0.48398942565832404,3.156510953491243e-07,0.0002361630205975446,4.491833478712099,0.03170587154300224,3.6443392909573924e-06,0.004827163534700483,0.6666666677777806
9823,0.6666664977093808,0.24811499169045095,0.2693482617641404,0.5134226571205349,7.991797702542584e-05,2.1560894301619244,0.0453849870904687,0.10623157631673409
7908,0.6661215861328585,0.595131154295162,2.271190391627966,0.11650342407732622,0.3861967457640634,0.0002740965965783613,0.011503133854208826,0.03615326412764825
4838,,,,,,,,
5478,0.23203857163168018,0.5807380109463893,3.7458309176596876,1.7923191505756688,0.11813046511363531,0.5008333174109835,0.020732462898217698,0.020188446665415347
6374,0.17695960824821622,0.3460063863200206,1.3730984988808967,0.36257481061133234,0.10554172150402592,0.3330395921228185,0.019793271927266976,0.031316259079995225
7402,0.3550909840396345,0.3355857574007115,4.187161470903112,1.3741320426701553,0.2498550363653163,0.15742285316573043,0.4333831327428737,0.08717442019190016
3947,0.17389504338050446,0.6666666641023412,2.8759440848071796,2.560774929439615,0.3699795975955851,4.43969267789099,0.12261806549361672,0.04137470850211321
2927,0.006465540329033762,0.23984480170186448,4.272081183835504,0.007543713888813421,0.2343530822273944,6.22062123404252,0.0014440911319817972,2.1892496723914167e-05
1393,0.02472342069316148,0.6666666677777775,3.6626217287222502,1.6062855872277786,0.5699980917079616,0.00904347186216712,0.13394087543577443,0.021363265527023466
5874,0.0604401208671977,0.5291665379952294,1.272326551220477,3.899212262519463,0.4999995920619074,0.950111805720323,0.3350869081477321,0.001053210430902781
7537,0.23353955894177053,0.5428439890702151,4.285714286734707,0.6586398090993608,0.3698430961944577,0.5293960895165556,0.3453955579500909,0.02575194721109521
3447,0.3480981331976332,0.6088441327425821,3.8128855980741423,1.1270020402611778,0.26339276485505997,1.3883024166248756,0.03216598360297741,0.22427323956257209
9851,0.4454291486158653,0.4837265154014971,2.978195280732851,1.1861784240340876,0.12372039023141718,0.5346349923175787,0.022187589967846356,0.04129534717645098
6780,0.15774980335489378,0.5702004583693991,3.2529062313003125,1.4477577721839996,0.8493517864075364,1.1100559153487548,0.045961576234015596,0.4383309866020257
8574,0.08615486383798211,0.3048006133027816,2.815825730053412,9.166666667361115,0.8800322388874597,0.0012078107568780443,0.547719595884855,0.6560256985604698
