,blasts_train,leuk_train
3841,0.12592138813438475,1.299498067120655
1666,0.034293396101528616,1.3387941668454493
4098,0.09675122278582421,0.6901430355256997
8322,0.000735516273695788,0.7559950400941167
3717,1.0024102530459325,0.49685508437311166
7687,0.005987977218059279,0.5346765792868375
3339,0.0009026626937361116,0.20493890110425025
8205,0.00010047547524994938,1.430800073250922
9102,19.832478722622216,2.313312917587141
9357,0.002246296814652618,0.9828249185157089
6416,0.04718840783818588,1.7662500717371687
3347,0.013602212020704562,0.6955041229995189
6804,2.110066332477801,1.091129777021218
8725,11.644906863654501,0.6465874272057599
9109,0.013242000324830128,0.4702281482873474
8216,0.005612255832920453,1.3287386908297674
5276,6.352952355205708,0.1627441682294575
3101,0.15260377684672055,0.7176427590260575
3360,1.7986494096718983,0.22885021461398883
2467,0.5664178953680116,0.7910700893360917
4132,0.14004286794897075,4.012116095271294
5157,4.6096637657369595,0.6642880887743667
3110,0.08288611922993823,0.257775911826644
8103,0.00018811245847233179,0.32551075212570274
5161,0.2229016029953337,0.38832700395418135
3114,0.0037907247374576675,0.2819532917405553
8106,0.017549963403830134,0.6942316054260961
3500,9.449488478410695,0.04763996466244284
3631,4.156987735940708,1.7357736141130697
6450,0.0008056384167642405,1.3827061040198192
6067,0.04394275580999694,0.5180370449909728
8242,9.010534543650056,0.34565834794031214
2101,0.06246914602825892,1.3469161060053465
3895,1.0801555160456924,0.839663055872324
2104,0.8874986254763845,0.11873688057337355
2105,0.008516420637249533,0.2574628078701651
1978,4.7573664716699104,1.0325775658791203
6074,14.739437896425981,0.02516261161145735
9145,0.025118696823201645,1.5840518510420296
2111,0.06830810870614307,0.7780933473767837
5568,0.004835838712112207,0.5840875270488597
3266,0.137229817063187,1.308764070089508
3652,0.01924656901470138,0.7513394475995498
2886,0.6179885185996074,0.004308154023677757
4935,4.652317353108401,0.4806327814070086
6086,11.415524364197507,1.2201924947355953
1100,2.4493406351136886,1.9063205955208111
8013,6.799114229632236,0.6551001631986112
4046,0.0003805902822002726,0.08704277169898325
6735,0.003078458332231394,0.5458397598247147
9553,1.107290956788983,0.41691933850553275
4181,0.629713472725544,0.4208455431371787
8917,3.8833700106339166,0.15655000779673034
8793,2.2959282891086876,0.43729834834328335
7643,0.0005679697783182463,0.45330909701292316
7773,12.926800927025546,1.1291362309149988
9823,0.0015726355993760314,0.715406528888414
7908,13.158868455868056,0.1939581445772052
4838,0.013570885696425776,0.7203898210115998
5478,0.00817975021267041,2.259825858778981
6374,2.8786269898803094,0.3759979055119965
7402,0.6698555399117679,0.3696354638971172
3947,1.5301017290505727,1.3645849244736503
2927,34.634885628920365,4.877914725591394
1393,1.5806900946276594,0.20904949140962137
5874,0.00030168286171997744,0.5235671823525051
7537,0.13847683295033145,0.8138155927062047
3447,0.014800552884735611,0.5599168886988655
9851,0.02572323186558916,0.5966468266117554
6780,0.25473583843330055,0.32598092702520903
8574,0.005295689804175835,0.3778205648135009
