,blasts_train,leuk_train
3841,7.297979628295959,0.7699611330285208
1666,1.3109002844718454,1.2824653329245594
4098,24.733313717046464,0.5019178884553235
8322,1.6311481881954895e-05,0.19176704044872322
3717,1.816062814318395,0.5358171612343021
7687,0.7165694305880647,0.625863782739485
3339,10.791674752670772,0.1339175249847929
8205,4.8475425017340825,0.8341125436275766
9102,inf,inf
9357,11.509164854390177,0.7225063340555569
6416,inf,inf
3347,13.69198714034496,8.897236818583903e-06
6804,22.328699580805818,0.912253428462611
8725,16.506710506286804,0.3895783548888456
9109,2.081116560875965,0.4703096926532932
8216,1.2985118471878512,1.2850326712902975
5276,7.933378034239817,0.15607296295511391
3101,2.947687964491418,0.7474512764212888
3360,1.301096737261641,0.46721693553079763
2467,4.587684198995215,0.8151168776527221
4132,2.1757647811573286,4.393993508221523
5157,inf,inf
3110,1.8606857647364872,0.3049819439514534
8103,1.729186722611501,0.02892905215815863
5161,2.236068100239927,0.30530822381943007
3114,inf,inf
8106,1.714617794443876,0.544469421610222
3500,7.505741675673666,1.0578595980628378
3631,6.533126580898441,2.3399218493667666
6450,4.342343513815925,1.0791850205177576
6067,inf,inf
8242,11.70684132553785,0.24869836174830842
2101,9.327122767970518e-05,1.265941267311654
3895,1.060121109626093,0.5219954025322168
2104,1.5740594300994515,0.08375061028754102
2105,0.0009652904010180975,0.2821739276871829
1978,15.982805640067681,0.6568994708510109
6074,0.7907705737414097,0.12733664848773335
9145,0.34236627750358184,1.6573170750700585
2111,10.795156406454026,0.6477414289013811
5568,17.259641351888277,0.4377249102292124
3266,1.5400706412013172,1.223386197895058
3652,11.172135959915806,0.761991753797464
2886,0.5955685197110057,0.2446107220222285
4935,10.943346441244302,0.40205254203947394
6086,5.054750867162002,1.0835438564085558
1100,11.088680681442945,0.6642107700513832
8013,27.664006476563657,0.6022356618410303
4046,0.32469889862986956,0.04076341939719978
6735,4.455381357279392,0.4543353075299337
9553,18.676248449304392,0.6446049157526499
4181,5.0593563012164315,0.3264131945789258
8917,9.518358314201777,0.1479845337788363
8793,4.039252167915299,0.5650910205981646
7643,20.81038414910152,0.45843059638727274
7773,13.576429417106805,1.5679971103109427
9823,7.71938123873553,0.24745322688045654
7908,inf,inf
4838,inf,inf
5478,inf,inf
6374,4.3212208418508045,0.35887153245608616
7402,9.196755123302266,0.4315879657354387
3947,5.049389370296957,2.183956027660877
2927,3.500076065745448,1.170054895334374
1393,2.375575709913116,0.18931822781815166
5874,9.888825473624547e-06,0.5345144856316542
7537,9.056229423166833,0.729177985233493
3447,1.3669476438383013,0.49824148883786634
9851,0.6886746798941078,0.530931807643661
6780,3.536245157325886,0.2846170058635177
8574,2.0187832590574804,0.42292459728290244
