,ktr,gam,slope_ven_blast,slope_aza_blast,slope_ven_wbc,slope_aza_wbc,B,Xl1,B0,p1,bi
3841,0.118030796739377,0.029504812136658034,0.0032922415337753863,0.21128616875133194,0.0024289440705919907,0.9765247789891136,3.1987644166106994,6.93457697751477e-06,1.1263829613105456,0.06514867574852946,0.025508081002415754
1666,0.5000000024999967,0.1654801807842496,4.166666558168036,1.6658041357001487,0.5188162655984675,4.16666553061617,2.39237920963244,0.3488104934247498,0.4604291285965394,0.023994134020602752,0.12179866762850987
4098,0.22343352785885703,0.4118168944919122,4.166496665811945,3.2009355770903083,0.15251195080605467,4.166646206663059,0.7021203940686902,0.3226237033911522,0.49253663906028083,0.006980691386089039,0.07190142618645289
8322,0.44296028286147593,0.2607753968455623,0.39180807058267014,0.22929443733170016,0.12862285764319464,1.4936650624578764,0.20307664479786533,0.4999998067608013,1.2374181930264567,0.024564533672683624,0.0028198719876777155
3717,0.029687345946728564,0.19520349142914684,2.3859338026162495,4.166666427488113,0.009774915480411572,0.015874498422682987,0.6359961169061245,0.74334719681672,0.2882542090446363,0.05682032403627665,0.38533282231635196
7687,0.04144699468315384,0.5000000024999975,2.202764158249991,2.7509997689005945,0.916980763970538,1.1336611118341386,1.5235036846464476,0.08734698079076063,0.986196139606617,0.023504630549426635,0.1916138044471998
3339,0.5000000025000011,0.0315234556453781,0.5854860375910252,1.6932385970915362,0.7073092937037633,3.716271718645724,3.2556050813672828,0.41451983124029324,0.31920821908625896,0.007489887691542965,0.0820949461036155
8205,0.18305939638766902,0.4999999956111188,2.7042055375655187,1.2591693110603084,4.166666668055558,1.1035380869445102,1.5128393981191282,0.06979663953988435,0.2771161791324226,0.0005179807185844019,0.05619393602368554
9357,0.31195750588869087,0.5000000025000011,4.166663430262618,1.2335121278679189,2.278702915278873,1.627648550042708,0.9860083749837788,0.07005939774667588,0.14772980917380793,0.0015076012776511281,0.058966952351082284
3347,0.3035187099449917,0.399098401646151,0.6359966177646604,0.20566626504110716,2.9906150726858307,1.3695301111249327,1.2402883658243822,0.06862122776023333,1.141904390229761,0.08083824222318474,0.08689504543982132
6804,0.4983778290379431,0.04205361632281864,1.6616118210623776,0.45889551243538246,0.6974327340687124,4.166666668055555,4.220375907209164,0.7912998603394299,0.04685710003125603,0.06852478600521486,0.4136257228032089
8725,0.04112658206631779,0.4994560615895986,2.953530483513701,3.500309985163054,0.7254072834585233,0.060619616777563196,1.4269014963461466,0.4356717577990119,0.4339038134830866,0.008974984483023661,0.11698062791330024
9109,0.5000000024999993,0.10937288776595291,1.978885809439592,3.3156543510275336,0.001086750234145504,4.166666668055566,1.9884078477926495,0.7999092038004929,0.18935434068532703,0.08266022530741698,0.0020817078835393774
8216,0.40029787942273726,0.4999999995061071,2.5536581692500917,0.14544676398362982,0.7076977462415134,4.100800760691304,2.024504254666585,0.29754781628419014,0.1345179485953912,0.03684117166029765,0.0021531239855970526
5276,0.1303936820164884,0.08301284828560654,0.3198963555788563,0.005844801652885285,0.0029116925202635844,0.0014406214436360133,4.72439138141279,0.2902928275357152,0.0001379916521089958,1.2715887527823548e-07,0.0001728805467057183
3101,0.12569845466191307,0.500000002499994,2.5553492452655338,0.0017107781061404715,0.32392885058859944,0.007774001264994923,0.9786343389011104,0.21544051896892658,0.2701210829412992,0.018360097955793124,4.0032470269649366e-05
3360,0.40837649389785663,0.02381975557887537,2.3535712817463432,4.166301776207441,0.5138352611000079,3.225104733257445,7.286844546743918,0.7264681210334707,0.04798604577997595,0.024645743722569568,0.04582044669909067
2467,0.5000000024999993,0.49999996216917353,4.134757462608583,1.2312514601232452,0.929738167367145,0.8970932022774849,1.5562257749439308,0.29037080717826186,0.9002444259685904,0.017512742776344025,0.2586590881163985
4132,0.08364301759648274,0.4776905684862864,4.117096714349071,1.7631383481280647,0.21142616465662845,1.302636253035788,3.7798771555656496,0.12688056300393438,0.6364159263286899,0.21867082732680065,0.20939236292045604
5157,0.023708231167237043,0.5000000025000064,4.147764127223678,3.6000067208910194,0.00037699907965393735,0.011152053630285657,1.1849837099548604,0.5000752573772421,0.432778478262961,0.18966003690240243,0.00023043284296517743
