,blasts_train,leuk_train,neut_corr,blast_corr,neut_mape,neut_corr_2,blast_corr_2,neut_fvu_r2,blast_fvu_r2,frac_unexplained_variance_neut,frac_unexplained_variance_blast,model
4935,2.481139183737687,0.4403340211277465,0.6107663242156616,0.991902279263012,0.7152425887831806,0.6107663242156616,0.991902279263012,0.6269644972040893,0.016129868392841806,0.5999064514741607,0.049484051533262706,m1a
6086,19.139798734480788,1.3089041253075038,0.4530022324140947,0.9091501303844068,0.9954345211786957,0.4530022324140947,0.9091501303844068,0.7947889774278465,0.17344604042201606,0.8921172146899108,0.37252512581307473,m1a
1100,15.915969361661762,0.652531623155328,0.8837388181672267,0.49625379976871603,0.35224285554475615,0.8837388181672267,0.49625379976871603,0.21900570126439345,0.7537321662151111,0.2102496460629812,1.7658687784725229,m1a
8013,41.4711132285192,0.6544580700430918,0.3930749812946941,0.4509212358007379,1.49813791353729,0.3930749812946941,0.4509212358007379,0.8454920590801759,0.7966700391039353,0.8165766016834066,1.0489679713459725,m1a
4046,0.0347789913505239,0.0548826605584811,0.7614347684412898,0.9999982959995549,inf,0.7614347684412898,0.9999982959995549,0.42021709340875946,3.407997986593081e-06,0.7126234054868507,2.5569100052526168e-06,m1a
6735,4.467217009857218,0.4338120276941019,0.63900530108431,0.9941392266563635,inf,0.63900530108431,0.9941392266563635,0.5916722251861504,0.011687198023087597,0.5494508582846398,0.029441268488411717,m1a
9553,16.58351793954222,0.4488265121332986,0.7311787791517875,0.8143311385270702,1.316447931676872,0.7311787791517875,0.8143311385270702,0.46537759291810155,0.33686479682520565,0.45716511890373557,0.3638340562277077,m1a
4181,6.890466307295796,0.3886178471753749,0.37449967385160443,0.08471403215254282,inf,0.37449967385160443,0.08471403215254282,0.859749994285042,0.992823532756458,0.7779005283315388,0.745004656663933,m1a
8917,4.84570342271304,0.1477035948018902,0.9395711121407059,0.8666229520963296,inf,0.9395711121407059,0.8666229520963296,0.11720612523067708,0.24896465889984287,0.10549064698242896,0.21561838072445244,m1a
8793,4.551599927984269,0.5189536464709499,0.5055473948334152,0.6831480963080979,0.9039774580919809,0.5055473948334152,0.6831480963080979,0.744421831577147,0.5333086785106218,0.7486137466912367,0.4920604248320979,m1a
7643,4.615751084213134,0.45387183483544,0.5491677770485003,0.9977385159911147,0.274152822928487,0.5491677770485003,0.9977385159911147,0.6984147526516087,0.004517853707848074,0.69254121024808,0.04676029206346166,m1a
7773,13.447585305691415,1.7085479956008711,0.40895953265268375,0.36040949558409885,inf,0.40895953265268375,0.36040949558409885,0.8327521006524985,0.8701049954928154,0.7894474799451815,0.7837418672050221,m1a
9823,6.934182273589625,0.1865552728957642,0.9403435553645997,0.973185299045218,0.43070437909892717,0.9403435553645997,0.973185299045218,0.1157539978842641,0.05291037372226959,0.1085238845674763,0.07217755665307851,m1a
7908,4.859912446888609,0.2267810420592146,0.5211013453494239,0.9700678690607726,inf,0.5211013453494239,0.9700678690607726,0.7284533878750205,0.05896832941589181,0.6783290457078691,0.054475435023823494,m1a
4838,1.5937207849128294,0.7123028731935195,0.44549006202113933,0.9988457937215872,inf,0.44549006202113933,0.9988457937215872,0.8015386046404014,0.0023070803646924043,0.7482866152742463,0.003841128076012348,m1a
5478,2.3403606896505917,2.0249268652183203,0.5254472898840302,0.9999999999999998,inf,0.5254472898840302,0.9999999999999998,0.7239051455535279,4.440892098500626e-16,0.7196678291708904,0.48552138793677946,m1a
6374,3.799108677781184,0.3856030053016079,0.32699950567682173,0.9905217741114705,inf,0.32699950567682173,0.9905217741114705,0.8930713232871142,0.018866615011065124,0.8338050639143437,0.018523078340637603,m1a
7402,11.144000021138856,0.3588100616440092,0.7829568986968561,0.930748799702624,0.397997158460352,0.7829568986968561,0.930748799702624,0.38697849478300095,0.1337066718521247,0.3666226229595104,1.5053180178320342,m1a
3947,16.611379712517834,1.3297510994826405,0.6723327973106998,-0.10027522076590507,0.6372070931657112,0.6723327973106998,0.0,0.5479686096603694,1.0,0.5180043020408515,1.2364195629145247,m1a
2927,1.9571596070868,3.236291117766613,-0.6896110303413248,0.8164313975325256,0.40561262355011796,0.0,0.8164313975325256,1.0,0.33343977312308715,4.6189408210268645,0.25536491517414384,m1a
1393,1.5773031724231998,0.2014578169433594,0.7939934991880194,0.9992022728648057,inf,0.7939934991880194,0.9992022728648057,0.36957432324716455,0.001594817901806378,0.3326175312051587,0.003812120739684031,m1a
5874,35.38736507294952,0.5398098571975959,0.7500992207781898,1.0,0.9166136481933089,0.7500992207781898,1.0,0.4373511589879525,0.0,0.3946813478912297,1.110041535119076,m1a
