,blasts_train,leuk_train
3841,0.0,0.7265579071415316
1666,0.0,1.2908338232714232
4098,0.0,0.4828801062113552
8322,0.0,0.00607398415076483
3717,0.0,0.5476776716069974
7687,0.0,0.521086042143977
3339,0.0,0.19503463366353474
8205,0.0,0.9501090115920178
9102,0.0,1.441649297559598
9357,0.0,0.8424232177477322
6416,0.0,0.5980702888383335
3347,0.0,6.453450062859393e-06
6804,0.0,1.129359041909521
8725,0.0,0.760436936842568
9109,0.0,0.39296608491295115
8216,0.0,1.265428151263626
5276,0.0,0.14567670352764525
3101,0.0,0.6717446995034179
3360,0.0,0.4430007080345409
2467,0.0,0.7749558791818972
4132,0.0,3.8335296225613447
5157,0.0,0.7046416873579825
3110,0.0,0.2859689375073211
8103,0.0,0.1034383711312554
5161,0.0,0.291120396305952
3114,0.0,0.3017831298648966
8106,0.0,0.6213763623220034
3500,0.0,0.7763778244625996
3631,0.0,2.9853837502059513
6450,0.0,1.0581332259030651
6067,0.0,0.528521017090306
8242,0.0,0.37610179920031006
2101,0.0,1.3007854629603588
3895,0.0,0.5188450004345303
2104,0.0,0.08570081171895197
2105,0.0,0.24427556063130706
1978,0.0,0.4013272615332764
6074,0.0,0.10765591129521365
9145,0.0,1.5098603878814099
2111,0.0,0.6021710382786759
5568,0.0,0.3628113657348967
3266,0.0,1.1097458125961368
3652,0.0,0.7276626228955071
2886,0.0,2.0901695374023307e-06
4935,0.0,0.5121682424181401
6086,0.0,1.0606638277672507
1100,0.0,0.6263639665407258
8013,0.0,0.632202487132746
4046,0.0,0.020490041921483022
6735,0.0,0.3604095082731598
9553,0.0,0.39796736726793064
4181,0.0,0.2098224663540551
8917,0.0,0.28595906402823884
8793,0.0,0.46889784566952974
7643,0.0,0.4806033825148506
7773,0.0,1.7256029231572751
9823,0.0,0.21757747728877452
7908,0.0,0.22732223093430248
4838,0.0,0.7266911977447573
5478,0.0,2.140117940525788
6374,0.0,0.38936724613984586
7402,0.0,0.4203285987921112
3947,0.0,1.7787004228163876
2927,0.0,0.9448774361604194
1393,0.0,0.2529171280611943
5874,0.0,0.6987670902758129
7537,0.0,0.7743898640828407
3447,0.0,0.42551592308128966
9851,0.0,0.5422420911826263
6780,0.0,0.37973763153959267
8574,0.0,0.6924786755115387
