,ktr,gam,slope_ven_blast,slope_aza_blast,slope_ven_wbc,slope_aza_wbc,B,Xl1,B0
8242,0.10677848935058606,0.10177277000661078,0.5099838278991122,1.3244821148112034,0.046233343482952584,0.6244676258673283,9.166608886033922,0.33414939729370574,0.31807292718369484
2101,0.023971609090944007,0.16905654918730764,0.20898022175499809,0.4236674378699296,0.014532977156244775,0.603664841546357,7.38994821919883,1.250746914701442e-07,1.1788580184520179
3895,0.6666666289458352,0.4640971431262065,0.46234290446583054,0.5635943941118533,0.13632153813255707,0.40404299338483585,1.5495645956737334,0.7996992136031389,5.567990523050056e-06
2104,0.246748888831035,0.6666666507964715,0.6099213958605363,0.37637025304649646,0.00032018099892188167,1.499999997741186,0.28349296953689357,0.21033569736195543,0.31523964081805855
2105,0.0854502630506502,0.6666666677777814,0.8912616936495141,0.835815023580712,0.1816777583250611,0.47639962201894837,0.9430450768251588,0.012973082281035978,1.2000671489089494
1978,0.4317279660190907,0.6666666366967041,0.3886250267362056,0.30375094919126183,0.11395229884605412,1.0137629283221898,0.6089149811062591,0.8064845176531633,3.544513063199931
6074,0.11316346210954484,0.6666666677777767,1.1397526688137687,0.5417633852450608,1.175774107647702,1.3789097250800022,0.49232264503386103,0.4907394916423566,0.004806603509302143
9145,0.08920294395374227,0.6320705068202653,0.2889981319417078,1.2019559720773456,0.1541395890710502,0.4231249381782774,5.445254474898508,0.103877503768001,0.14096717190220148
2111,0.04155782331036099,0.6665320695542468,0.27914587542455865,0.541204696724959,0.0037469520331548235,0.2770388923314255,0.6594935150764826,0.2976534636991106,0.020337954046599646
5568,0.2392323505000828,0.12416661507408894,0.8717035374459774,1.3496832708367783,0.05043882429805405,0.8127878489023198,2.532872385879222,0.6498744345916116,1.4844341557718443
3266,0.17930589075050002,0.6666666677777743,0.4529064743045351,1.455658850821783,0.3036833028920186,1.5000000012500072,1.4002252087416616,0.46155244783428756,1.02794317693682
3652,0.007022473456302057,0.2121669471974122,1.490909246766608,1.4999997723533616,0.11213663780432938,0.11475288413009696,7.238164555436506,0.5000541784870249,0.9528832569262768
2886,0.12193246448264852,0.6666666677777806,0.49995249466319075,1.3954878479843318,0.0716298323333379,0.018198726049160716,0.7084087820397417,0.23024970155471586,2.1364744565953137e-05
4935,0.15346463909543967,0.48994426142509284,0.3648559378255076,1.5000000012499886,0.010229678536816875,1.4999999913503994,1.0809779219960987,0.29314898247739424,0.19218739412251537
6086,0.20063377143716343,0.21401160818159365,0.5157158548693983,1.2040984309059553,0.06620308570028255,1.5000000012499966,7.402234643311326,0.7900504367643866,0.0003766247635610529
1100,0.665685403389481,0.4811071997127863,0.2688499215551952,0.26769498519288176,0.00024407147082369123,0.038637984203421634,2.441537550038233,0.23028553019486211,0.0004071032561179912
8013,0.0755569116573128,0.6071995137384706,0.3369014843116159,0.14248245676529925,0.0034169706579150515,0.013281223715597097,0.9311489899530218,0.7131142949180115,0.004654750836465079
4046,0.666666667777779,0.32785115658929326,0.417206008099221,0.003282673176527313,0.08752506507560825,1.5000000012500005,0.07396839518853127,0.45931395626777577,0.19606429901608874
6735,0.11931472413076516,0.10651374786996083,0.4597875072699524,1.499999964651157,0.0006769194481705909,1.5000000001683391,9.166666636402253,0.6199831238441977,0.34125035895643724
9553,0.17188048756878083,0.6467435644770686,0.9116614704108501,1.4422875083756106,0.22267709581661016,0.3730645736204246,0.9904205210557059,0.008850986661714518,0.08124827646904256
4181,0.2620874452514864,0.6613292510091453,0.8470620805434579,1.1834625765564597,1.2579132868672833,0.2446131899149713,0.34812756593245725,0.18424806855112053,0.08864994219181685
8917,0.2750164608823873,0.31969061470978827,0.49916267275155074,1.2636893529961177,0.5330566220818226,0.004353174917703048,0.9505808552069512,0.28024354947882446,0.04797300873421424
8793,0.003087836337984856,0.0006594820042148057,0.46075141621073906,0.001122644415930199,1.0032504429833253,0.06569039434897694,4.664004621872194,0.20224979552556238,0.9036424316191393
7643,0.4161184047424009,0.6666666677777869,1.0285110797713999,0.9865712189034227,0.06020466934150361,1.4999888962188082,1.481352250561514,0.7000804787748944,0.0637045816225328
7773,0.5817119445429648,0.08838729806122256,1.0334763881126634,0.04904687249410591,0.00019210707694619026,0.23541157189870546,3.0823302511994424,0.19906184630426438,0.00040834004177195545
9823,,,,,,,,,
7908,0.00819100402171452,0.48508158510654037,0.45017937852628287,0.0001008136981775452,0.017947554706201678,0.0027099211668685907,0.0018734518662121729,0.6032239174567298,0.42748198644520835
4838,0.04078678729648273,0.6280709120684098,1.168822997791321,0.6018990135335451,0.01185985730181192,0.06307260345727503,0.7179299237962832,0.5999539953031526,5.8493775268459626e-06
5478,0.14182184129650746,1.6591395696131258e-05,0.4174161631918323,1.277450712140444,0.028637809937679018,0.09451357970615833,0.19645621795493512,0.12065907312764321,0.0006072812653260736
6374,0.12989970993131916,0.6428314477238514,0.3502690418253178,1.49999958675937,0.10591392397083045,0.5066122400110865,0.5377859527725104,0.15475233205823405,0.29253195460974585
7402,0.15572195155622684,0.6664518666757316,0.658985206499137,1.4988756738891826,0.15489163565788397,0.16260982534266125,1.497611011907024,0.2541285099461642,0.042254741823051487
3947,0.0034979039692151024,0.666666667777776,0.3744111766739192,1.4940490260007393,0.00020706220009320052,0.0016475581380292672,9.16666666736111,0.36991821093633714,1.846677593553276
2927,0.24489732845703358,0.6666666677777743,0.12317733768422777,1.5000000012500032,0.09238458407805339,0.00036232216638696886,9.166666664734642,0.2147945906066008,2.2382045668016963
1393,0.5107520318731841,0.23694172965355206,1.4407159595586234,0.8863622608640964,0.359591063387737,0.14973062462238793,0.7277749175972288,0.5711293412237478,0.23159115186812523
5874,0.10043007857502532,0.4111858770458017,0.42700484117190046,0.34205903380502634,0.1511610222807894,0.26090407771940827,3.830513207342601,0.5000000115855325,0.8582022082656104
7537,0.08210652495974953,0.6436063298497176,0.40141211588958053,1.5000000012499952,0.013063419470204953,1.5000000012499952,1.002664016160425,0.3710325676617781,0.21017172465293635
3447,0.4038285440780201,0.6666666677777814,1.3120085997117346,1.4930900651994754,0.8012286686846993,0.0066574065784363754,1.1530583081020038,0.29909767114572505,0.002489252676580621
9851,0.4503990623617696,0.6657141195912487,0.3110620861211472,1.4074579588469491,0.160356105170922,0.8654148050065207,1.4364586715959107,0.13187052887441897,0.007994226492121554
6780,0.42326368915445034,0.23402748830308037,1.2279014644438857,0.3559794408576091,0.2957316589874271,0.9250953239755417,1.8730315618537372,0.8496672744055827,0.575943798438676
8574,0.578026603281084,0.053193445638725835,0.43521417805838125,1.4772199022400474,0.044555644933644556,0.6860055753950333,9.16666666736112,0.879915701599792,0.3269645510432718
