,ktr,gam,slope_ven_blast,slope_aza_blast,slope_ven_wbc,slope_aza_wbc,B,Xl1,B0,p1,bi
3841,0.6666666677777743,0.06118219285275006,0.0013426938559653928,0.002952264577104778,0.015386100666903045,0.06878612250936886,0.6007052723265723,8.794947945669435e-05,1.452914068066854,0.0506658684189174,0.6666666677777775
1666,0.15271197280201426,0.6666666677777783,2.384681570282517,0.05899412324531394,1.9650591234753567,0.01887289140167557,1.8625178734525054,0.34942551185756127,0.38089841812505026,0.05353135055132306,5.885985194736636e-06
4098,0.6666665629482377,0.6666660045708467,4.285714286734702,3.7959153861709947,0.6417254740903479,2.461047349195173,0.6710892668383045,0.3264797826269958,0.49773059348371573,0.007116506383315976,0.09939004609521179
8322,0.09013239972792549,0.6580254013986947,0.3960826856930693,0.07040446325822497,1.0159161466131374,0.7659275043069627,0.36107665266587824,0.5000001447816131,1.1699503718118276,0.06951420378857052,0.0002445825346309561
3717,0.1772193314402054,0.666666667777776,4.2857142848403305,1.5328913582091783,0.8975421520358506,0.04973908648361346,0.7531031744967255,0.7396408165904567,0.3375979070716768,0.03067572194820184,0.14971689737395286
7687,0.027818113752765262,0.666666667777772,1.9974225357844797,4.273972275365447,2.2970475096776353,0.05362853658843575,2.590749658207448,0.08782944497127762,1.0664125668919497,0.026834648512097093,0.25531057505082577
3339,0.5523631072660071,0.03295475813384958,0.608227263652537,0.2996461822261265,0.7857127596947279,2.82848272087622,4.26853180860885,0.40969623050028203,0.3059644994763664,0.007133731039077052,0.09141558100106956
8205,0.10509996738933643,0.6664662632955064,0.11294785959173277,0.6483944364041722,4.285714286734693,2.595903527860906,2.94312601331322,0.000520124735964202,0.3380113332589891,0.026465516562235305,0.666666667777779
9102,0.30248806712929976,0.666666667777779,1.0464043547906663,0.015040798544499842,0.02445304786474199,4.285714286734692,1.6005099724366842,0.6907733785819982,5.569782406192898e-06,0.916666666736111,0.01220263556755882
9357,0.26766571884156143,0.5769694350714075,4.285714286734687,3.0215304106252514,3.585189703336212,1.8083262029674678,1.1995608845721768,0.07759962008102186,0.2528723079571229,0.0017930816517444856,0.037341365022915414
