,ktr,p1c,slope_ven_blast,slope_aza_blast,slope_ven_wbc,slope_aza_wbc,B,Xl1,B0,p1,bi,p2c
2886,0.05901977044832641,4.285714286734696,3.2782679751864525,1.891344310877026,4.285714286734696,2.9616841305740795,1.4286867148572424,0.2299052128722913,3.5766851888418865,0.03478554828371668,0.0001025947882501939,1.3267749128166884
4935,0.6526088172609508,4.141632325785004,4.155782378731211,1.4690733254255905,1.5444784998157788,0.3548109455635063,0.21500445253133518,0.3151439223971678,0.17811162485970766,0.4658226705472106,0.039236151588333656,0.7429088781635173
6086,0.25957793043234967,0.0827448281722127,1.2877622347298747,1.4662588154808138,0.05542957747078358,3.007003857417592,1.9183054691078494,0.7892889559073264,1.9392708996787709,0.11947295543041363,0.022011835138664393,2.0346345429457386
1100,0.033892930948850146,4.2857142867346765,1.481260747701578,2.690484999039392,1.1387195298745358,0.013402539633052253,4.355229352383439,0.24949815828134858,5.976909352308932,0.1587981241052424,0.0021969896439187108,0.003932572617749709
8013,0.00034385357661219086,0.536599117757136,0.007248617150431162,0.05822635905812296,1.9074190640290547,0.2139309400594128,1.7671223268629777,2.443008811637528e-06,1.055947043503817,0.030862002622090663,0.009363416329723255,1.9877668658653238
4046,0.6604232540209294,1.7779066432451542,1.8701524038735617,0.8866758185615324,0.16374480434147162,4.275839751630712,0.02247636350103383,0.45978542983253534,0.20347045896271285,0.09609218024881024,0.017591144717565933,1.3779780545202678
6735,0.0003844043331773072,0.024853521342827933,4.2857142867347235,1.945543633866182,0.12089447165663125,0.08592235401611255,2.0858695778585634,0.6203181499868838,1.0255591216134037,0.03823807223903226,0.6327958695615524,1.9634628226081992
9553,0.6666666677777735,3.2450548092649956,3.051791419932863,0.7148171003435438,0.5449600530284588,4.285714286734702,0.9027514354603378,0.4576868710496918,0.34480355923975387,0.0193306531126508,0.06477884273351021,3.3333332882325073
4181,0.6662285045577836,2.5805353657622963,1.4964554386446405,3.7077896858014014,0.6037320416365001,3.6120057517123887,1.903240069520081,0.26508724978268516,0.13749756810490696,0.06349150449516597,0.16435406223766763,2.879109987928952
8917,0.6666666677777775,4.285713933211798,3.67760527217194,1.9608173730124103,0.16666838530976985,4.285713776039291,0.2894257155895175,0.27906786369905257,0.07034870000009825,0.09444753154111919,0.0008847435554916115,3.1900344529502878
8793,0.5769766166561509,1.624443670311018,2.589128552765145,0.7874124522767061,0.9175608134543471,0.6514660254074972,0.2818730505433739,0.1784305118535785,0.7031567164858731,0.0267438311425134,0.10486283267056652,0.2602526530881362
7643,0.133424010665738,2.1521621005146945,4.285713912533871,2.417001520607169,0.06191076253084679,0.23151500311963397,1.907073668428161,0.7003735671627704,0.00014244284749974898,0.03300894045363655,0.20816805040468,0.6910885312775493
7773,0.017823821310748212,3.907282577244819,0.050330774431673414,0.11078430440153365,3.3633952544330157,0.02560078436321775,8.182171326050451,0.07613783596623903,9.972739807032414e-05,0.0030486120596497595,0.13906642583455664,0.06035415194630617
9823,0.2662394662191813,0.30793384889056263,0.07364078592399939,1.2574335603683964,1.9999988594643023,0.0530599870891431,4.79195471757634,0.010534262107100796,2.103001824839068,0.025037817615208933,0.6666666639146592,0.012724091164216689
7908,0.6520524197100037,2.765668997205721,4.224934179986702,1.0481349675839977,0.8785440458621013,2.9504247801944006,0.0799409315634011,0.633530346305416,6.515510664927178e-05,0.008481105554033728,0.014182010945408007,0.32331542582693445
4838,0.6303332555811475,1.110782285763179,4.2340480478194,4.126848795306997,0.012703235786831985,0.12198923662738227,7.511378397866703,0.6226917887421087,1.553198482686365e-05,0.19224230811657605,0.5331652145045456,3.302461010759264
5478,0.11041895665943631,3.057726721500739,3.1652487750534295,0.3726265223803368,0.6380785844466209,3.4256117646154154,0.7173215385528402,0.11827832025162187,0.46187949457717226,0.02467112543518107,0.05527390927972502,0.8127299995424719
6374,0.31149339033915346,1.5703568115314308,1.1770801222341452,2.06635327943019,0.3252338023604964,1.2280482212679436,0.37212708388855864,0.09759544068464093,0.36768258225712236,0.031993767511211475,0.049276021249554956,1.734187286336347
7402,0.00039717273235070525,2.500925419456421,1.7854040684355976,0.08349944389124153,0.667073573975344,0.6448053307640811,4.091515574685164,0.2495534246267284,0.9117459828691216,0.07374004410605904,0.007930024684306761,1.2127520039688875
3947,0.01223997529125687,3.4385007505640006,2.6800293189793996,0.2066032065867524,0.12276886513613716,1.0194097539283962,1.8337658341544052,0.3554276609979263,4.283807990797721,0.03998343836980772,0.22453037101518794,1.5830056454635923
2927,0.00880413732110803,0.22291596821319162,4.202933869111343,2.9010688416997334,4.2857142867347005,4.285714286734748,8.516636123416447,0.2345391588250516,5.705937622644154,0.0013346371534109812,1.513907928154882e-05,3.0842095047914997
1393,0.0052634721235060205,0.4690428030020952,3.107502156093993,1.102136881739638,0.6926042509190056,0.17779194965734113,0.1443911662222711,0.5694499744528172,0.6007055597700772,0.1596278252923618,0.04582285871700703,1.408005124813423
5874,0.424631378933961,3.159157546552655,2.7884660058660082,0.4846771833479199,1.1943835959287399,0.9042103182998138,1.170905406778617,0.4999996438837042,1.0097972820271899,0.054873789940438726,0.013854339717392292,2.124498570295803
7537,0.0009477096166453181,0.6270058964718811,4.285714286734696,4.285714286734702,4.285644261187218,0.14772444415016775,1.329945215224288,0.36914431401414644,0.9328524688528385,0.04631577109181138,0.02054415064903698,0.36189287365443346
3447,0.6666664594282256,1.4718754498227544,2.907244325420119,0.4994755430648359,0.9556392185206848,0.8962395559885115,1.4601069604776173,0.2980343496563724,1.6404253861845972,0.029952428725727693,0.6666666677777814,0.6022339427038821
9851,0.024303246268896114,2.456476360942095,2.1295881744649323,4.2077421040425325,0.1821798561803431,0.16918043981190703,0.8007795830264169,0.12850077304934088,0.6065134853313832,0.032700449067540965,0.14088679296463677,1.2537353629812997
6780,1.9372246528281943e-05,2.664045380786994,2.936524716505873,0.003939319351419923,3.7555047738852636,0.45861936343359333,7.539780002105064,0.8496670765863014,1.3273703606398277,0.05254160846078126,0.6573052449102796,2.938020233694906
8574,0.2642034900489037,1.8504184281109517,2.1017313808814424,1.3264409276470792,1.279971727007756,3.7663181120824367,5.404508734452721,0.8799988256063618,0.5302205579724562,0.08819602415705394,0.10805963278630684,0.6719811679404003
