,ktr,p1c,slope_ven_blast,slope_aza_blast,slope_ven_wbc,slope_aza_wbc,B,Xl1,B0,p1,bi,p2c
3841,0.0948810057885177,3.88669151524757,0.014882474038151634,0.2602362462096392,0.05016968389396023,0.12985246732085862,9.111809031687441,2.5830137077989803e-06,1.105902245956659,0.0724085304551486,0.07390532624219656,2.7735158359617125
1666,0.4547313647187283,4.285714286734687,4.285714286734692,0.43960192075776233,0.6333369002833776,4.285714286734693,9.166666615605648,0.3476493202953823,0.004206066773117506,0.021495416880153263,0.5149949794644878,2.470360455927275
4098,0.4342695282705257,0.5695297082665635,4.285714286734693,3.726860404358528,0.014905018235033048,4.285634126361727,2.2335629917991806,0.3039342522764659,0.5072629283132833,0.004683936469389803,0.2902574744984861,0.45163576628744123
8322,0.19594830242428068,2.8163487774194476,0.37678914243326844,0.5711464966468331,1.6741282256382184,1.6930334116249326,1.381587480807853,0.5000002498420084,1.291862620788122,0.04089619106235602,0.1531921475380393,2.452247308536423
3717,0.028034628195251144,2.864093965378754,2.7881229785812685,0.13394960703279338,0.014977836534151301,0.5058795224523687,7.024156093210886,0.7393071354617041,0.43402149141418944,0.0471360077740437,0.36409388737675186,2.1903531159690846
7687,2.5979536368845053e-05,0.5904887576328831,2.2489206144735405,1.9655131216425545,0.8966065771590531,0.04593226547311414,2.5262875742047357,0.08783500545571227,1.0274606514779305,0.024122253358970322,0.0035411469169341113,2.4434159352695133
3339,0.6635789956857001,3.4555677771145046,0.4838950716414263,1.8568455001472204,0.7128138360150558,3.1576065355410066,7.6231308736552,0.37909212435960543,0.3172869798773715,0.09461159775043546,0.09659707074818198,3.3333318148941475
8205,0.00653882336550919,0.41747963554518314,0.3626737564938318,0.05690649801366908,0.6595767486537332,2.595002380567913,0.7605474846320721,0.0133486718563586,1.248026142157142,0.012106855357343698,0.008307530174332346,3.011290394770436
9102,0.01181350226359921,0.3601844732625287,1.0628779608082493,0.040109070405329114,0.6390806690250037,2.2976927175476454,0.5508718320143071,0.6899491443486807,0.00017383089766476905,0.9166666667361122,0.16740549788303058,3.0517640278162834
9357,0.23579402280186176,1.263468567000997,4.285714215531468,1.7541901783305192,2.1460125317057206,0.8746846984094827,1.9006979437578884,0.07532024225650538,0.2943763484475789,0.0019335447044723372,0.07310756732395753,0.1251311063658055
6416,,,,,,,,,,,,
3347,0.016072903992422317,0.3480126530808314,0.7344380018225455,1.4171521171802193,1.1111373075077955,0.5438327917049152,0.260679537497823,0.18691090918532627,1.0414607082554346,0.11227366198898789,6.35489564879371e-05,0.0891369527510917
6804,0.13909107325532868,1.9492329568652897,1.5737248531035348,0.41101456477092624,0.0784413506335947,0.1643978780702638,1.7468824342333371,0.7787231715077065,0.13843650157557408,0.04812644959293615,0.182412522463521,1.0331796749241464
8725,0.03672766966269862,4.111244592375903,0.7442787479731956,1.4645020233896395,0.8414104695270976,0.8421125774220829,1.6748930307299215,0.0015663859703891987,0.16617514795914962,0.025363536649311128,0.6666665321565755,0.25320694253714116
9109,0.0001451134326729487,1.0656859376964223,2.2207302491255594,0.42965389295964873,0.2939780400734448,0.7218002794245147,0.7855863530438365,0.8000471446596823,1.1021432927299715,0.07778069664090662,0.023523209037768236,1.9683254613277157
8216,0.3901162528998644,2.4117367290752147,2.4323738971570377,0.8369782600217425,1.7566196824361135,0.19430107353299148,1.1633866315173518,0.29856888922399316,0.41225332950779137,0.03868630915481563,0.01673355419531887,0.39450911342125333
5276,3.732039127498555e-05,4.167798465116713,2.485125083522221,0.02099837412986747,0.5807256311085948,0.015418876715159022,0.14675378879547396,0.3037513532004164,0.6503259185602538,0.0017647999991390459,0.011253098521227542,0.07345020769545936
3101,0.37689622201963424,1.7347682970768554,2.5402692322513443,0.01572448850716952,0.22519633343752204,4.285710191148937,5.141353160907448,0.21545352229110995,0.2528017524577111,0.018499474001443958,0.0004441310540214527,0.8976034133413348
3360,0.0034858784935415613,0.30879802761231373,1.7375341958454147,4.180477735117521,0.15646320348139922,1.6267743437061997,0.6483209093103544,0.8000160822090818,0.0044554823674556815,0.127647919334901,0.15767885691758227,2.355906531525547
2467,0.035148760454043644,2.5165675084219465,3.465698840121652,2.6681962510716617,0.6365117575416285,0.3824914833063519,1.5911163047185517,0.27887169147600815,0.47537854583954897,0.03104693210381783,0.5301349287576754,0.2804949853029238
4132,0.12590211952505564,3.1242741416772573,3.145540257123063,2.9142726377588914,0.19919728225035474,0.3775769929465986,3.9292246575612486,0.29867015668413266,4.087043596257477,0.031908046929499695,0.13501183554307206,1.5500481465257654
5157,0.10894579962755671,1.9449828177286856,1.6241723622363606,1.3671533620742615,1.8218228250005584,0.10028567033827361,5.429886159036728,0.5063216677422256,7.389870442208162,0.04783621239813445,0.6591343284072703,0.05634502118763627
3110,0.0031988662226891604,2.993962668434092,2.8039481021253367,0.3085635058749859,0.04176248996486603,1.5215782566981586,0.3086809546539768,0.7199652627816036,0.6030259615237172,0.056614292497460965,0.17601861286671222,1.5510898297668738
8103,0.4447928481003532,4.2826805754763395,1.3507498886786329,0.5964856142456763,2.281844316637666,1.4589846187119948,2.8894928071794017,0.11150460235321377,0.9103039846774995,0.10625344184815978,0.34812044354691357,0.7856682257409859
5161,0.5586692546280625,1.3497899289478674,2.6183030950075614,0.11284738331939814,0.6871293830250702,4.285714096975425,0.5618278331512528,0.8499198591548768,0.07187044856056524,0.05554801066194765,0.07861946923257476,0.7553863047493837
3114,0.05034058389067077,0.7889053843640628,1.5750600390419538,4.285714286213488,1.3699732836298137,3.7616568104013695,0.6485074195351016,0.598844064524749,0.0016221767038962736,0.10402697487934345,0.0011163741071557617,0.025061459335880342
8106,0.08136069982678253,2.2323328430334315,3.719220847146396,0.8195231038648725,3.7806414978439404,4.285714286734696,6.28168676534988,0.29880969287233744,0.00027576191184226724,0.024357810481980595,0.10943598604536413,0.09953817704200327
3500,0.0010649297394998943,4.154078122909874,2.0370120682154615,2.639462203188975,1.1582196350045997,2.556452728077885,1.7299859018014163,0.9400226649557701,0.7939158393897303,0.6476386785148134,0.031469566727937,1.3712643230352997
3631,0.5681973687308843,4.284378312270877,1.6016028188590845,1.3894613362546957,2.4999987407513173,0.5966185767823686,6.111820519188958,0.61935561567631,1.0949824539077513,0.050586140929172824,0.05045650002391955,1.7809181524399698
6450,0.005961430491676804,0.17464273904977565,1.8777374163609661,0.2483564371869838,1.079197330343621,0.21455542221777818,0.4561445880064055,0.34227012141665136,1.8119026148650086,0.048115837292995275,0.009926932262715038,1.1087924639926752
6067,0.4755070546045423,0.5590359185680512,1.9813723978441118,0.07642904250715124,0.3894587117025195,0.09037213594655255,0.9038841627922973,0.6893467822569816,0.00017286967716417627,0.07929979147719751,0.2515630045539789,2.738249353991031
8242,0.1481170814463942,1.4384817946192174,0.0700505741795486,0.8182188309005655,0.09007529839594544,0.38936801404373067,0.8860097634424596,0.0215124563082744,0.42894015347955794,0.006723483633409072,0.17878432096576555,1.4886447120908515
2101,0.06549496256661856,3.4348408382597233,1.930226874609853,0.8984652492109622,0.3760839983501802,1.4218368433767692,2.0982075421068966,0.025117793204106276,1.5248676146890472,0.00013549012510766803,0.5984778476823667,3.186389885443356
3895,0.2073910349327232,4.094315264432138,2.633195150839833,0.3735860001993562,0.4269743645284897,0.32846677703899047,0.43076935789835535,0.7998898243825731,8.200511376971457,0.0538415074296402,0.0081427179284514,2.0196923155579185
2104,0.055711207717427616,2.5783897776422258,3.7937098351964442,4.259187523858241,0.024573147718421093,0.6231275793709574,0.4340898522859826,0.20976402687995652,0.3917724976826595,0.029809450466822693,0.016444735413557027,2.676064605273927
2105,0.22944058884736607,1.2799791790256423,3.2208226681743746,0.6392700623804094,1.6531166834574043,0.9002916820424074,0.23823088527340808,0.0251020154119703,1.4020489801505096,3.2674003129173155e-05,0.15506312271705963,0.3569082938808119
1978,0.6666666564840417,2.5019137108508183,4.285698262409602,2.5973338075908097,1.0003605631239212,2.2168873112265466,7.154995367091061,0.8271351834953621,3.5464223493246094,0.0192809693066396,0.666666667777783,2.2326393113598058
6074,0.08529706399419529,0.07039332724231871,1.1315474887771273,0.22816140340798402,1.8522015197215846,4.15877569942,0.34275954958799787,0.550140237344109,0.09141911920490034,0.2073263465050095,0.09762002611421494,2.6790003986855044
9145,0.1313073821445012,4.2812965835579275,2.2683072267697346,0.8406532281688718,0.6043963526924986,2.608595897019592,2.820708470983231,0.09890720217370212,0.38154067668355496,0.029311011715341433,0.2236908599840483,1.2486730252506244
2111,0.03987724842550269,3.155437857763475,4.282312228052105,4.070619829993706,3.087959872649741,0.7530484840689402,3.8492701382282934,0.14406894213205312,0.21902346272132578,0.011565384995236077,0.11732486973557452,0.7615059598590713
5568,0.10755690534669114,3.918193134693062,3.058445174527182,0.914402572265878,0.6663130396447554,4.285714264652265,3.800592210286782,0.649612757539524,1.686749829465227,0.08618712995510878,0.0014671622515573155,2.0059406680384164
3266,0.6666666214768834,4.117549970320856,3.1695467270063604,4.16719889934423,0.6099765138255574,4.285711295058689,1.359749050656425,0.7457019026494529,1.792003418931471,0.04464316127897899,0.10911075081889594,2.4185591382968203
3652,0.24085464864074307,3.3052744092791424,2.4011448168617964,1.7573065326436312,0.4854909152578858,4.28571407200223,2.8167453062318026,0.49989398406627134,4.385302361643204,0.06726023424005585,0.1271492601142844,1.914772285076881
