,ktr,gam,slope_ven_blast,slope_aza_blast,slope_ven_wbc,slope_aza_wbc,B,Xl1,B0,p1,bi
3841,0.3455946174868732,0.49993546256508514,0.0075769651564336704,0.8079708924942581,1.0048213182473866,0.46166702249331026,0.9628482507932428,0.0036624605745150243,0.0018188342343405854,0.05896934152965899,0.04463755619269177
1666,0.5000000024999993,0.02093925389294101,1.795389438107621,0.0342091538023537,0.2132762556653696,3.837253529284393,0.6679242603323249,1.086461835711766,0.42240942029734224,0.0797119722947911,0.06924383158602407
4098,0.500000002500002,0.4308617947090824,0.023085237952140646,1.3882533467447709,2.1959307772116623,0.10943789759490093,0.44456749569017157,0.13844100453199132,0.010376644582161159,0.04027126510898636,0.24553015245629914
8322,0.22420326996873477,0.2525890864103903,1.2727274709593084,1.1521166891768573,1.1201858070504158,2.66510658177997,0.07519917518416905,0.07880230452335885,0.00649091777238763,0.12892198100359442,0.020237903857882593
3717,0.10342359590330005,0.003942718619916786,1.1557937811126742,3.841610426559195,0.005386663814081744,0.03981345516349377,0.470675845366853,1.9906141010796645,0.030050017342704564,0.1350985993405087,0.5000000024999993
7687,0.24618659717531244,0.45720674116043475,0.0713975371109052,3.9399486940444777,0.04948039589367285,0.03608071343710608,0.5294057684931546,1.2215052336311385,1.2784006730283484,0.08137160058962263,0.40699167951456766
3339,0.12514684360466924,0.19088612068978023,0.16150735102282499,0.3475915499034332,0.6666255760541642,1.4830528948782544,5.552859795733261,0.14389596309714459,0.008734537062534437,0.15473115801138698,0.20881693649620875
8205,0.19296617617859865,0.45995590979332235,1.0804097551498424,3.4113631336977877,0.47295508437891554,0.8399606067566879,0.6071715242142243,0.21177240925645524,0.029904765467471214,0.09916695601764974,0.09137804813089215
9102,0.06535495136871795,0.44051008821143584,1.0308411437461216,1.2356686019057648,0.09332237903114332,0.13555436818795205,2.8947110495578157,1.0488249869890123,0.012684546025462057,0.5146782885312328,0.0018902441270256896
9357,0.49610072426379626,0.10630057291039186,0.4200934613897045,1.6834471208832409,0.3777388313115851,0.6523922655251103,0.9096778486478536,0.021728206466897382,0.006336151502427255,0.2667683666215246,0.36559726668736653
6416,0.23863530691911478,0.49998489137766117,0.9417845603875072,3.3848008209200087,1.2619073343436096,4.106322909879602,0.9225176035688955,0.6526695119325039,0.12622184130671882,0.03446628437029931,0.27425955065628554
3347,0.34799981073680775,0.49999551637036016,0.7617460474181769,1.1526485979452588,1.3943754265966122,1.839875682389852,0.9604853862643704,0.022009419598249917,0.022171622417179654,0.4822430722039523,0.04904345747178347
6804,0.0816394750001767,0.4934057967998965,1.148619667792489,2.627367299323114,3.3007935800618404,2.7965174427829105,6.197944497483569,0.06286172798453354,0.00019264105257134389,0.22801893274575474,0.017710768736269877
8725,0.04191821976813367,0.3838247892361081,0.45328440818085824,2.9977231514741614,1.5351760550487414,0.4802804166498776,4.2344128643000225,3.3777640404097458,0.07605662011513795,0.04813314681421298,0.5000000024999993
9109,0.2693006177787365,0.3618510442117986,2.4777979140548894,0.058770039173638974,0.009915095882379252,0.025492073422707925,0.7563913235171494,0.2790051339151938,0.00677082982008842,3.9959252220439224e-05,0.055264959829454
8216,0.45038814504969465,0.4842889229941828,0.2283862228754619,0.7085683711835571,0.08937839100245507,0.3501587733274174,0.8233261763135203,0.3989275888498941,0.17451443341772596,0.0028724204286109845,0.22620662839787326
5276,0.36033682409750145,0.5000000025000011,1.0657306501295485,0.347405004352499,0.0002657242318550103,4.166666653226785,0.31308256107861354,1.6190664336876046,0.48011739225059,0.002158698806683712,0.012014841687437964
3101,0.06716899002712232,0.02035159884842161,0.6020489236328312,0.602909456051383,0.0204860955579501,4.087638210351629,0.5090288583194118,0.048971001196831336,0.0046148817950940405,0.04959693290344802,0.5000000024999993
3360,0.20420894029434042,0.3678882836918245,1.2971533233920571,4.166665125838419,2.5931525888680405,0.4481666714189204,2.35405011130775,5.000000025000002,0.10909949185895738,0.6230735552178834,0.4999998439071929
